 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received.1,Date resolved.1,Resolution time(in days),Year,QTR (US FLY),Consumer disputed
1111151,Turning Point Solutions LLC,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,TX,Web,11/11/2014,11/11/2014,Yes,No,Texas,11/11/2014,11/11/2014,0,2014,Q4,0
1370739,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,GA,Web,12/5/2015,12/5/2015,Yes,No,Georgia,5/12/2015,5/12/2015,0,2015,Q2,0
1306054,Bank of America,Cartão de Crédito,Problema de transação,CA,Web,03/28/2015,03/28/2015,Yes,No,California,3/28/2015,3/28/2015,0,2015,Q1,0
734757,Ally Financial Inc.,Empréstimo Pessoal,Contratação de empréstimo ou leasing,GA,Web,02/27/2014,02/27/2014,Yes,Yes,Georgia,2/27/2014,2/27/2014,0,2014,Q1,1
1756514,"Shellpoint Partners, LLC",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OR,Web,01/25/2016,01/25/2016,Yes,No,Oregon,1/25/2016,1/25/2016,0,2016,Q1,0
1842611,"AR Resources, Inc.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",NY,Web,03/21/2016,03/21/2016,Yes,Yes,New York,3/21/2016,3/21/2016,0,2016,Q1,1
1742981,Bank of America,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,CA,Email,01/14/2016,01/19/2016,Yes,No,California,1/14/2016,1/19/2016,5,2016,Q1,0
821188,Capital One,Cartão de Crédito,Disputas de cobrança,FL,Email,04/23/2014,04/25/2014,Yes,No,Florida,4/23/2014,4/25/2014,2,2014,Q2,0
444866,JPMorgan Chase & Co.,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,IL,Web,06/28/2013,06/28/2013,Yes,No,Illinois,6/28/2013,6/28/2013,0,2013,Q2,0
1326284,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MS,Web,11/4/2015,11/4/2015,Yes,No,Mississippi,4/11/2015,4/11/2015,0,2015,Q2,0
1649209,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Depósitos e saques,IL,Web,10/11/2015,10/11/2015,Yes,Yes,Illinois,11/10/2015,11/10/2015,0,2015,Q4,1
1142034,Synchrony Financial,Cobrança de Dívidas,Táticas de comunicação,AZ,Web,11/19/2014,11/21/2014,Yes,No,Arizona,11/19/2014,11/21/2014,2,2014,Q4,0
627844,FirstBank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CO,Email,10/12/2013,10/12/2013,Yes,No,Colorado,12/10/2013,12/10/2013,0,2013,Q4,0
1310370,Equifax,Relatório de Crédito,Investigação da empresa de relatório de crédito,TX,Web,1/4/2015,1/4/2015,Yes,No,Texas,4/1/2015,4/1/2015,0,2015,Q2,0
1098624,Navy FCU,Conta Bancária ou Serviço Bancário,Depósitos e saques,CA,Web,3/11/2014,3/11/2014,Yes,Yes,California,11/3/2014,11/3/2014,0,2014,Q4,1
1039934,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Email,09/22/2014,09/26/2014,Yes,No,California,9/22/2014,9/26/2014,4,2014,Q3,0
1521190,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AZ,Web,08/17/2015,08/17/2015,Yes,No,Arizona,8/17/2015,8/17/2015,0,2015,Q3,0
1414784,"Homeowners Financial Group USA, LLC",Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",IL,Web,10/6/2015,10/6/2015,No,No,Illinois,6/10/2015,6/10/2015,0,2015,Q2,0
519938,Stellar Recovery Inc.,Cobrança de Dívidas,Táticas de comunicação,MO,Web,9/9/2013,9/9/2013,Yes,Yes,Missouri,9/9/2013,9/9/2013,0,2013,Q3,1
1274989,Citibank,Conta Bancária ou Serviço Bancário,Uso de cartão de débito ou caixa eletrônico,CA,Email,9/3/2015,11/3/2015,Yes,No,California,3/9/2015,3/11/2015,2,2015,Q1,0
1480900,Ditech Financial LLC,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",PA,Web,07/22/2015,07/22/2015,Yes,No,Pennsylvania,7/22/2015,7/22/2015,0,2015,Q3,0
366108,Quicken Loans,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OK,Web,03/26/2013,03/26/2013,Yes,No,Oklahoma,3/26/2013,3/26/2013,0,2013,Q1,0
1853049,AES/PHEAA,Empréstimo Estudantil,Não consigo pagar meu empréstimo,UT,Web,03/28/2016,03/28/2016,Yes,No,Utah,3/28/2016,3/28/2016,0,2016,Q1,0
673797,Citibank,Cartão de Crédito,Fechamento/cancelamento de conta,AL,Postal mail,01/17/2014,01/27/2014,Yes,Yes,Alabama,1/17/2014,1/27/2014,10,2014,Q1,1
458224,Wells Fargo & Company,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",VA,Web,07/16/2013,07/18/2013,Yes,No,Virginia,7/16/2013,7/18/2013,2,2013,Q3,0
955552,Equifax,Relatório de Crédito,Incapaz de obter relatório de crédito/score,LA,Web,07/26/2014,07/26/2014,Yes,No,Louisiana,7/26/2014,7/26/2014,0,2014,Q3,0
777322,Ocwen,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",MI,Web,03/25/2014,03/25/2014,Yes,No,Michigan,3/25/2014,3/25/2014,0,2014,Q1,0
1007852,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Uso indevido do meu relatório de crédito,OH,Web,08/29/2014,08/29/2014,Yes,Yes,Ohio,8/29/2014,8/29/2014,0,2014,Q3,1
2053610,Wells Fargo & Company,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AK,Web,9/8/2016,9/8/2016,Yes,No,Alaska,8/9/2016,8/9/2016,0,2016,Q3,0
1359802,Capital One,Cartão de Crédito,Fechamento/cancelamento de conta,TX,Web,4/5/2015,4/5/2015,Yes,No,Texas,5/4/2015,5/4/2015,0,2015,Q2,0
704578,"Ray Klein, Inc.",Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,OR,Web,8/2/2014,8/2/2014,Yes,Yes,Oregon,2/8/2014,2/8/2014,0,2014,Q1,1
683345,Capital One,Cartão de Crédito,Taxa de juros ou APR,IL,Web,01/23/2014,01/23/2014,Yes,No,Illinois,1/23/2014,1/23/2014,0,2014,Q1,0
1485460,Round Point Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",TX,Web,07/24/2015,07/24/2015,Yes,No,Texas,7/24/2015,7/24/2015,0,2015,Q3,0
1081473,Ally Financial Inc.,Empréstimo Pessoal,Problemas ao não conseguir pagar,CA,Web,10/22/2014,10/22/2014,Yes,No,California,10/22/2014,10/22/2014,0,2014,Q4,0
844407,Capital One,Cartão de Crédito,Taxa de juros ou APR,WI,Web,8/5/2014,8/5/2014,Yes,No,Wisconsin,5/8/2014,5/8/2014,0,2014,Q2,0
1229212,Encore Capital Group,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",GA,Web,6/2/2015,6/2/2015,Yes,No,Georgia,2/6/2015,2/6/2015,0,2015,Q1,0
437890,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Web,06/20/2013,06/21/2013,Yes,No,California,6/20/2013,6/21/2013,1,2013,Q2,0
751028,"ECMC Group, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Postal mail,8/3/2014,10/3/2014,Yes,No,California,3/8/2014,3/10/2014,2,2014,Q1,0
1429056,U.S. Bancorp,Cartão de Crédito,Publicidade e marketing,TX,Web,06/19/2015,06/19/2015,Yes,No,Texas,6/19/2015,6/19/2015,0,2015,Q2,0
1333661,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AZ,Web,04/16/2015,04/20/2015,Yes,Yes,Arizona,4/16/2015,4/20/2015,4,2015,Q2,1
1117918,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,CA,Web,11/14/2014,11/14/2014,Yes,No,California,11/14/2014,11/14/2014,0,2014,Q4,0
513549,Synchrony Financial,Cartão de Crédito,Disputas de cobrança,OH,Phone,3/9/2013,4/9/2013,Yes,No,Ohio,9/3/2013,9/4/2013,1,2013,Q3,0
384179,Navy FCU,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",GA,Phone,04/17/2013,04/18/2013,Yes,No,Georgia,4/17/2013,4/18/2013,1,2013,Q2,0
950234,U.S. Bancorp,Empréstimo Imobiliário,Processo de liquidação e custos,SD,Email,07/23/2014,07/25/2014,Yes,No,South Dakota,7/23/2014,7/25/2014,2,2014,Q3,0
2041356,AAA Collections,Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,SD,Web,2/8/2016,2/8/2016,Yes,Yes,South Dakota,8/2/2016,8/2/2016,0,2016,Q3,1
1893449,Great Lakes,Empréstimo Estudantil,Lidando com meu credor ou agente,VA,Web,04/23/2016,04/23/2016,Yes,No,Virginia,4/23/2016,4/23/2016,0,2016,Q2,0
1227882,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,5/2/2015,5/2/2015,Yes,Yes,California,2/5/2015,2/5/2015,0,2015,Q1,1
243267,BB&T Financial,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MD,Email,01/18/2013,01/22/2013,Yes,No,Maryland,1/18/2013,1/22/2013,4,2013,Q1,0
798659,Wells Fargo & Company,Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,FL,Web,8/4/2014,8/4/2014,Yes,Yes,Florida,4/8/2014,4/8/2014,0,2014,Q2,1
1083394,"Select Portfolio Servicing, Inc",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MA,Email,10/23/2014,10/28/2014,Yes,Yes,Massachusetts,10/23/2014,10/28/2014,5,2014,Q4,1
1761008,U.S. Bancorp,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",NY,Web,01/27/2016,01/27/2016,Yes,No,New York,1/27/2016,1/27/2016,0,2016,Q1,0
1455578,Bank of America,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",MD,Web,7/7/2015,7/7/2015,Yes,No,Maryland,7/7/2015,7/7/2015,0,2015,Q3,0
656578,BMO Harris,Conta Bancária ou Serviço Bancário,Depósitos e saques,IL,Email,6/1/2014,7/1/2014,Yes,No,Illinois,1/6/2014,1/7/2014,1,2014,Q1,0
1040779,U.S. Bancorp,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",IL,Web,09/23/2014,09/23/2014,Yes,No,Illinois,9/23/2014,9/23/2014,0,2014,Q3,0
495474,Capital One,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",NY,Phone,08/19/2013,08/20/2013,Yes,No,New York,8/19/2013,8/20/2013,1,2013,Q3,0
1945269,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Incapaz de obter relatório de crédito/score,KS,Web,05/27/2016,05/27/2016,Yes,No,Kansas,5/27/2016,5/27/2016,0,2016,Q2,0
1023403,Ocwen,Empréstimo Imobiliário,Processo de liquidação e custos,KS,Web,10/9/2014,10/9/2014,Yes,Yes,Kansas,9/10/2014,9/10/2014,0,2014,Q3,1
1912547,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Depósitos e saques,WV,Web,5/5/2016,5/5/2016,Yes,Yes,West Virginia,5/5/2016,5/5/2016,0,2016,Q2,1
1932018,Performant Financial Corporation,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,NY,Web,05/19/2016,05/19/2016,Yes,Yes,New York,5/19/2016,5/19/2016,0,2016,Q2,1
905372,"Navient Solutions, Inc.",Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,FL,Web,06/21/2014,06/25/2014,Yes,No,Florida,6/21/2014,6/25/2014,4,2014,Q2,0
2009966,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",FL,Postal mail,07/13/2016,07/14/2016,Yes,No,Florida,7/13/2016,7/14/2016,1,2016,Q3,0
2099514,Quicken Loans,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MS,Web,7/9/2016,7/9/2016,Yes,No,Mississippi,9/7/2016,9/7/2016,0,2016,Q3,0
1385783,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",NJ,Web,05/20/2015,05/20/2015,Yes,Yes,New Jersey,5/20/2015,5/20/2015,0,2015,Q2,1
304742,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Uso indevido do meu relatório de crédito,NV,Web,6/2/2013,6/2/2013,Yes,No,Nevada,2/6/2013,2/6/2013,0,2013,Q1,0
270753,AES/PHEAA,Empréstimo Estudantil,Pagamento do empréstimo,CA,Web,01/29/2013,01/29/2013,Yes,No,California,1/29/2013,1/29/2013,0,2013,Q1,0
534574,Resurgent Capital Services L.P.,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",SC,Email,09/19/2013,09/20/2013,Yes,No,South Carolina,9/19/2013,9/20/2013,1,2013,Q3,0
424810,Round Point Mortgage,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",MA,Web,5/6/2013,6/6/2013,Yes,No,Massachusetts,6/5/2013,6/6/2013,1,2013,Q2,0
747357,Experian,Relatório de Crédito,Investigação da empresa de relatório de crédito,NY,Web,6/3/2014,6/3/2014,Yes,No,New York,3/6/2014,3/6/2014,0,2014,Q1,0
1578567,"Ideal Collection Services, Inc.",Cobrança de Dívidas,Declarações ou representações falsas,FL,Phone,09/24/2015,09/29/2015,Yes,Yes,Florida,9/24/2015,9/29/2015,5,2015,Q3,1
1170020,"Navient Solutions, Inc.",Empréstimo Estudantil,Lidando com meu credor ou agente,MD,Web,12/24/2014,12/24/2014,Yes,No,Maryland,12/24/2014,12/24/2014,0,2014,Q4,0
1778561,Capital One,Cartão de Crédito,Proteção de cartão de crédito / Dívida,PA,Phone,8/2/2016,8/2/2016,Yes,No,Pennsylvania,2/8/2016,2/8/2016,0,2016,Q1,0
1888145,New York Community Bank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",FL,Web,04/20/2016,04/25/2016,Yes,Yes,Florida,4/20/2016,4/25/2016,5,2016,Q2,1
491228,"Northland Group, Inc.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",CO,Postal mail,08/13/2013,08/15/2013,Yes,No,Colorado,8/13/2013,8/15/2013,2,2013,Q3,0
408063,Capital One,Cartão de Crédito,Recompensas,NJ,Email,05/15/2013,05/16/2013,Yes,No,New Jersey,5/15/2013,5/16/2013,1,2013,Q2,0
1526102,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,TX,Web,08/19/2015,08/19/2015,Yes,No,Texas,8/19/2015,8/19/2015,0,2015,Q3,0
1332383,"Frederick J. Hanna & Associates, P.C. (closed)",Cobrança de Dívidas,Táticas de comunicação,GA,Web,04/16/2015,04/20/2015,Yes,No,Georgia,4/16/2015,4/20/2015,4,2015,Q2,0
1119997,Speedy Cash Holdings,Cobrança de Dívidas,Declarações ou representações falsas,CA,Phone,11/17/2014,11/20/2014,Yes,No,California,11/17/2014,11/20/2014,3,2014,Q4,0
1455241,Radius Global Solutions LLC,Cobrança de Dívidas,Táticas de comunicação,CA,Web,7/7/2015,7/7/2015,Yes,No,California,7/7/2015,7/7/2015,0,2015,Q3,0
1428833,Consumer Adjustment Company Incorporated,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,GA,Web,06/20/2015,06/20/2015,Yes,No,Georgia,6/20/2015,6/20/2015,0,2015,Q2,0
1979458,"Homebridge Financial Services, Inc.",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",TX,Web,06/22/2016,06/22/2016,Yes,No,Texas,6/22/2016,6/22/2016,0,2016,Q2,0
669338,Equifax,Relatório de Crédito,Incapaz de obter relatório de crédito/score,TX,Fax,01/15/2014,01/21/2014,Yes,No,Texas,1/15/2014,1/21/2014,6,2014,Q1,0
1630129,"Select Portfolio Servicing, Inc",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,10/28/2015,10/28/2015,Yes,No,California,10/28/2015,10/28/2015,0,2015,Q4,0
529537,Capital One,Cartão de Crédito,Disputas de cobrança,MO,Email,09/16/2013,09/18/2013,Yes,Yes,Missouri,9/16/2013,9/18/2013,2,2013,Q3,1
2077500,Bank of America,Conta Bancária ou Serviço Bancário,Uso de cartão de débito ou caixa eletrônico,WA,Email,08/22/2016,08/24/2016,Yes,No,Washington,8/22/2016,8/24/2016,2,2016,Q3,0
1563094,Bank of America,Cartão Pré-Pago,Transações não autorizadas / Problemas de transação,LA,Email,09/14/2015,09/17/2015,Yes,No,Louisiana,9/14/2015,9/17/2015,3,2015,Q3,0
717096,Bank of America,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",HI,Web,02/16/2014,02/16/2014,Yes,No,Hawaii,2/16/2014,2/16/2014,0,2014,Q1,0
971748,Discover,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,MO,Web,6/8/2014,8/8/2014,Yes,No,Missouri,8/6/2014,8/8/2014,2,2014,Q3,0
546390,Wells Fargo & Company,Empréstimo Imobiliário,Decisão de crédito / Subscrição,OK,Postal mail,09/28/2013,09/30/2013,Yes,No,Oklahoma,9/28/2013,9/30/2013,2,2013,Q3,0
1336246,Wells Fargo & Company,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NY,Web,04/18/2015,04/18/2015,Yes,No,New York,4/18/2015,4/18/2015,0,2015,Q2,0
1982461,AmeriCash Holding LLC,Empréstimo Consignado,Cobranças ou juros inesperados,IL,Phone,06/23/2016,06/30/2016,Yes,No,Illinois,6/23/2016,6/30/2016,7,2016,Q2,0
1569098,Bank of America,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Web,09/17/2015,09/17/2015,Yes,No,Illinois,9/17/2015,9/17/2015,0,2015,Q3,0
1098471,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",FL,Web,3/11/2014,3/11/2014,Yes,Yes,Florida,11/3/2014,11/3/2014,0,2014,Q4,1
2010398,Capital One,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,OR,Web,07/13/2016,07/13/2016,Yes,No,Oregon,7/13/2016,7/13/2016,0,2016,Q3,0
641694,Equifax,Relatório de Crédito,Incapaz de obter relatório de crédito/score,TX,Web,12/18/2013,12/18/2013,Yes,No,Texas,12/18/2013,12/18/2013,0,2013,Q4,0
1557110,"Atlantic Credit & Finance, Inc.",Cobrança de Dívidas,Táticas de comunicação,MI,Web,9/9/2015,9/9/2015,Yes,No,Michigan,9/9/2015,9/9/2015,0,2015,Q3,0
1200679,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Web,01/20/2015,01/20/2015,Yes,Yes,Virginia,1/20/2015,1/20/2015,0,2015,Q1,1
1239482,GM Financial,Empréstimo Pessoal,Problemas ao não conseguir pagar,TX,Web,02/13/2015,02/13/2015,Yes,Yes,Texas,2/13/2015,2/13/2015,0,2015,Q1,1
1829796,PHH Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AR,Web,03/13/2016,03/13/2016,Yes,No,Arkansas,3/13/2016,3/13/2016,0,2016,Q1,0
1787073,PNC Bank N.A.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,NJ,Web,02/13/2016,02/13/2016,Yes,No,New Jersey,2/13/2016,2/13/2016,0,2016,Q1,0
820729,United PanAm Financial Corp.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,OH,Web,04/23/2014,04/28/2014,Yes,No,Ohio,4/23/2014,4/28/2014,5,2014,Q2,0
661538,The Western Union Company,Transferências de Dinheiro,Fraude ou golpe,FL,Phone,9/1/2014,10/1/2014,Yes,No,Florida,1/9/2014,1/10/2014,1,2014,Q1,0
1621699,Encore Capital Group,Cobrança de Dívidas,Declarações ou representações falsas,MA,Web,10/23/2015,10/23/2015,Yes,No,Massachusetts,10/23/2015,10/23/2015,0,2015,Q4,0
2084679,JPMorgan Chase & Co.,Cartão de Crédito,Transferência de saldo,CT,Web,08/27/2016,08/27/2016,Yes,No,Connecticut,8/27/2016,8/27/2016,0,2016,Q3,0
1589092,Flagstar Bank,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Phone,1/10/2015,1/10/2015,Yes,No,Virginia,10/1/2015,10/1/2015,0,2015,Q4,0
1281693,Academy Mortgage,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",AZ,Web,03/13/2015,03/13/2015,Yes,Yes,Arizona,3/13/2015,3/13/2015,0,2015,Q1,1
1627428,Comerica,Conta Bancária ou Serviço Bancário,Depósitos e saques,NV,Email,10/27/2015,10/29/2015,Yes,No,Nevada,10/27/2015,10/29/2015,2,2015,Q4,0
420146,Experian,Relatório de Crédito,Incapaz de obter relatório de crédito/score,OH,Web,05/30/2013,05/31/2013,Yes,No,Ohio,5/30/2013,5/31/2013,1,2013,Q2,0
1686382,Capital One,Cartão de Crédito,Fechamento/cancelamento de conta,CA,Phone,7/12/2015,9/12/2015,Yes,No,California,12/7/2015,12/9/2015,2,2015,Q4,0
955452,Equifax,Relatório de Crédito,Incapaz de obter relatório de crédito/score,VA,Web,07/26/2014,07/26/2014,Yes,No,Virginia,7/26/2014,7/26/2014,0,2014,Q3,0
1881099,JPMorgan Chase & Co.,Cartão de Crédito,Fechamento/cancelamento de conta,CA,Email,04/15/2016,04/19/2016,Yes,No,California,4/15/2016,4/19/2016,4,2016,Q2,0
385630,Regions Financial Corporation,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",MS,Postal mail,04/17/2013,04/17/2013,Yes,No,Mississippi,4/17/2013,4/17/2013,0,2013,Q2,0
2118525,Fifth Third Financial Corporation,Empréstimo Pessoal,Contratação de empréstimo ou leasing,OH,Web,09/19/2016,09/20/2016,Yes,Yes,Ohio,9/19/2016,9/20/2016,1,2016,Q3,1
615821,Alorica Inc.,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",MS,Web,11/30/2013,11/30/2013,Yes,Yes,Mississippi,11/30/2013,11/30/2013,0,2013,Q4,1
1437574,"PayPal Holdings, Inc.",Cartão de Crédito,Problema de transação,TX,Phone,06/25/2015,06/29/2015,Yes,No,Texas,6/25/2015,6/29/2015,4,2015,Q2,0
1873043,Experian,Relatório de Crédito,Monitoramento de crédito ou proteção de identidade,IA,Web,12/4/2016,12/4/2016,Yes,No,Iowa,4/12/2016,4/12/2016,0,2016,Q2,0
1118443,Allied Interstate LLC,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,WI,Web,11/15/2014,11/15/2014,Yes,Yes,Wisconsin,11/15/2014,11/15/2014,0,2014,Q4,1
2001170,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OH,Web,6/7/2016,6/7/2016,Yes,Yes,Ohio,7/6/2016,7/6/2016,0,2016,Q3,1
969380,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,5/8/2014,5/8/2014,Yes,No,California,8/5/2014,8/5/2014,0,2014,Q3,0
383048,Citibank,Cartão de Crédito,Fechamento/cancelamento de conta,NY,Email,04/16/2013,04/17/2013,Yes,No,New York,4/16/2013,4/17/2013,1,2013,Q2,0
947976,"National Collection Systems, Inc.",Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,TX,Web,07/22/2014,07/22/2014,Yes,No,Texas,7/22/2014,7/22/2014,0,2014,Q3,0
1784890,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,Depósitos e saques,NV,Web,11/2/2016,11/2/2016,Yes,Yes,Nevada,2/11/2016,2/11/2016,0,2016,Q1,1
1923259,"Lloyd & McDaniel, PLC",Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,KY,Web,05/13/2016,05/13/2016,Yes,No,Kentucky,5/13/2016,5/13/2016,0,2016,Q2,0
1806956,Capital One,Cartão de Crédito,Fechamento/cancelamento de conta,NM,Web,02/26/2016,02/26/2016,Yes,Yes,New Mexico,2/26/2016,2/26/2016,0,2016,Q1,1
976822,Bank of America,Cartão de Crédito,Multa por atraso,NY,Web,9/8/2014,9/8/2014,Yes,No,New York,8/9/2014,8/9/2014,0,2014,Q3,0
1295941,HSBC North America Holdings Inc.,Cobrança de Dívidas,Declarações ou representações falsas,NC,Web,03/23/2015,03/23/2015,Yes,Yes,North Carolina,3/23/2015,3/23/2015,0,2015,Q1,1
1041738,"ECMC Group, Inc.",Cobrança de Dívidas,Declarações ou representações falsas,CA,Web,09/23/2014,09/30/2014,Yes,No,California,9/23/2014,9/30/2014,7,2014,Q3,0
2045489,Amex,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,CA,Web,3/8/2016,3/8/2016,Yes,Yes,California,8/3/2016,8/3/2016,0,2016,Q3,1
456894,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OH,Web,07/26/2013,07/29/2013,Yes,Yes,Ohio,7/26/2013,7/29/2013,3,2013,Q3,1
1746115,Wells Fargo & Company,Transferências de Dinheiro,Fraude ou golpe,NC,Web,01/15/2016,01/15/2016,Yes,No,North Carolina,1/15/2016,1/15/2016,0,2016,Q1,0
399442,PNC Bank N.A.,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",,Email,6/5/2013,7/5/2013,Yes,No,,5/6/2013,5/7/2013,1,2013,Q2,0
227954,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MI,Web,11/1/2013,11/1/2013,Yes,Yes,Michigan,1/11/2013,1/11/2013,0,2013,Q1,1
712818,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AZ,Web,02/13/2014,02/13/2014,Yes,No,Arizona,2/13/2014,2/13/2014,0,2014,Q1,0
465313,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,CA,Web,07/26/2013,07/26/2013,Yes,No,California,7/26/2013,7/26/2013,0,2013,Q3,0
1233321,Bank of America,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",PA,Web,10/2/2015,10/2/2015,Yes,No,Pennsylvania,2/10/2015,2/10/2015,0,2015,Q1,0
1154452,Suburban Credit Corporation,Cobrança de Dívidas,Táticas de comunicação,VA,Web,12/12/2014,12/15/2014,Yes,No,Virginia,12/12/2014,12/15/2014,3,2014,Q4,0
1331809,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NJ,Email,04/15/2015,04/17/2015,Yes,No,New Jersey,4/15/2015,4/17/2015,2,2015,Q2,0
